"i_opt_15":[(0.000000362, 0.0), (0.000000281, 0.0), (0.000000279, 0.0), (0.000000281, 0.0), (0.000000293, 0.0)],
"i_opt_16":[(0.000000377, 0.0), (0.000000291, 0.0), (0.000000294, 0.0), (0.000000299, 0.0), (0.000000301, 0.0)],
"i_opt_17":[(0.000000321, 0.0), (0.000000312, 0.0), (0.000000320, 0.0), (0.000000323, 0.0), (0.000000466, 0.0)],
"i_opt_18":[(0.000000377, 0.0), (0.000000341, 0.0), (0.000000434, 0.0), (0.000000339, 0.0), (0.000000324, 0.0)],
"i_opt_19":[(0.000000335, 0.0), (0.000000342, 0.0), (0.000000340, 0.0), (0.000000349, 0.0), (0.000000354, 0.0)],
"i_opt_20":[(0.000000411, 0.0), (0.000000387, 0.0), (0.000000398, 0.0), (0.000000402, 0.0), (0.000000402, 0.0)],
"i_opt_21":[(0.000000444, 0.0), (0.000000510, 0.0), (0.000000375, 0.0), (0.000000343, 0.0), (0.000000441, 0.0)],
"i_opt_22":[(0.000000391, 0.0), (0.000000378, 0.0), (0.000000399, 0.0), (0.000000403, 0.0), (0.000000411, 0.0)],
"i_opt_23":[(0.000000456, 0.0), (0.000000438, 0.0), (0.000000433, 0.0), (0.000000437, 0.0), (0.000000437, 0.0)],
"i_opt_24":[(0.000000479, 0.0), (0.000000452, 0.0), (0.000000464, 0.0), (0.000000466, 0.0), (0.000000468, 0.0)],
"i_opt_25":[(0.000000488, 0.0), (0.000000460, 0.0), (0.000000444, 0.0), (0.000000455, 0.0), (0.000000401, 0.0)],
"i_opt_26":[(0.000000416, 0.0), (0.000000404, 0.0), (0.000000424, 0.0), (0.000000402, 0.0), (0.000000425, 0.0)],
"i_opt_27":[(0.000000543, 0.0), (0.000000433, 0.0), (0.000000449, 0.0), (0.000000453, 0.0), (0.000000479, 0.0)],
"i_opt_28":[(0.000000501, 0.0), (0.000000501, 0.0), (0.000000488, 0.0), (0.000000417, 0.0), (0.000000441, 0.0)],
